User,interactionType,deltaAngle,direction,Time,vTime,hTime,selTime,switchTime,Length,hLength,vLength,selLength
userB,Type1,30,Up,3.5028195,1.83578028,0.70720047,0,0.95983883,1777.615,816.1658,961.4493,0
userB,Type1,45,Down,3.5458583,0.92744965,1.4197393,0,1.19866918,1741.309,990.7023,750.6069,0
userB,Type1,45,Up,3.1892111,1.53761403,0.65862439,0,0.99297248,1760.473,716.1794,1044.294,0
userB,Type2,0,Down,4.8213102,0.99803312,1.5874428,0.9807208,1.25511374,1942.615,779.7996,804.8248,357.99098
userB,Type2,0,Up,4.1652764,1.33413022,0.76969926,0.6967514,1.36469556,1760.845,835.7875,788.282,136.77565
userB,Type2,15,Down,4.1985913,1.16765462,1.5549457,0.862605,0.61338592,1857.651,778.4781,790.0569,289.115968
userB,Type2,15,Up,4.2291755,1.39716194,0.79174702,0.7639273,1.27633919,1813.215,853.0993,745.479,214.636661
userB,Type2,30,Down,4.3029978,1.00972328,1.5188439,0.9039748,0.87045582,1901.738,829.5124,764.7441,307.48176
userB,Type2,30,Up,4.5838684,1.3987988,1.07652665,0.8860775,1.22246552,1889.359,923.1003,695.3083,270.950653
userB,Type2,45,Down,4.7570263,1.23887052,1.6344952,1.0610025,0.82265823,1980.805,998.5421,670.6631,311.59991
userB,Type2,45,Up,4.5284273,1.39417978,0.98652588,0.9243169,1.22340462,1873.705,924.2586,666.0991,283.347695
userB,Type3,0,Down,2.5506656,0.6737987,1.2355982,0,0.64126858,1425.912,753.8434,672.0687,0
userB,Type3,0,Up,2.4391778,1.0471189,0.7613607,0,0.63069818,1480.219,825.7285,654.4907,0
userB,Type3,15,Down,2.4600952,0.83789262,1.10769489,0,0.51450754,1467.526,734.0102,733.5159,0
userB,Type3,15,Up,3.0547273,1.23366855,1.35639613,0,0.46466256,1499.761,849.5324,650.2291,0
userB,Type3,30,Down,2.6337665,0.89407422,1.27998322,0,0.45970904,1537.209,792.488,744.7215,0
userB,Type3,30,Up,2.841156,1.17669346,0.95640691,0,0.70805567,1497.677,850.5667,647.11,0
userB,Type3,45,Down,2.44810511,0.72742867,1.22519224,0,0.49548423,1501.299,773.9069,727.3916,0
userB,Type3,45,Up,2.3389565,1.14516078,0.58880909,0,0.60498675,1426.782,767.9739,658.8082,0
userC,Type1,0,Down,3.4049854,1.2224152,1.43781576,0,0.7447545,1672.982,802.7937,870.1884,0
userC,Type1,0,Up,4.0219818,2.2724456,0.76725436,0,0.982282,1737.448,858.4262,879.0219,0
userC,Type1,15,Down,3.2950212,0.99255284,1.3949001,0,0.90756801,1697.182,825.7432,871.4393,0
userC,Type1,15,Up,3.0716489,1.33689906,0.68882548,0,1.04592435,1727.339,852.2123,875.1262,0
userC,Type1,30,Down,3.5399591,1.00497194,1.5770577,0,0.95792946,1709.301,838.3209,870.9799,0
userC,Type1,30,Up,3.5494589,1.8524151,0.70985656,0,0.98718726,1776.969,815.4424,961.5271,0
userC,Type1,45,Down,3.5688561,0.99907908,1.4027416,0,1.1670355,1750.48,997.0255,753.455,0
userC,Type1,45,Up,3.274201,1.5721354,0.64528609,0,1.05677948,1752.031,710.667,1041.364,0
userC,Type2,0,Down,4.8887758,1.01023976,1.6525036,0.9807208,1.24531154,1915.735,779.2764,782.1577,354.30138
userC,Type2,0,Up,4.1901934,1.371082,0.75817524,0.6967514,1.36418484,1738.774,812.524,794.1352,132.114954
userC,Type2,15,Down,4.1179778,1.2222422,1.4347739,0.862605,0.59835666,1861.027,774.1919,797.7984,289.036777
userC,Type2,15,Up,4.253866,1.3809467,0.84597527,0.7639273,1.26301662,1810.399,859.5839,741.4401,209.375101
userC,Type2,30,Down,4.3570059,1.08295012,1.4886466,0.9039748,0.88143438,1911.912,822.543,769.5712,319.79764
userC,Type2,30,Up,4.5463621,1.4114286,1.03594317,0.8860775,1.21291266,1911.453,931.6684,716.9987,262.786099
userC,Type2,45,Down,4.75472,1.27653524,1.5736447,1.0610025,0.8435376,1986.365,1000.734,678.1626,307.46818
userC,Type2,45,Up,4.6256015,1.4465879,1.03450061,0.9243169,1.22019624,1843.18,922.8165,646.7036,273.65994
userC,Type3,0,Down,2.472036,0.69594326,1.1461018,0,0.62999106,1460.194,759.5082,700.6863,0
userC,Type3,0,Up,2.4220158,1.10835316,0.73608812,0,0.57757428,1488.35,828.4665,659.8839,0
userC,Type3,15,Down,2.4948353,0.84228828,1.14841669,0,0.50413054,1543.808,742.1362,801.6715,0
userC,Type3,15,Up,3.1236941,1.2262798,1.40574481,0,0.49166953,1501.819,854.9799,646.8392,0
userC,Type3,30,Down,2.646394,0.93503103,1.24513756,0,0.46622561,1538.262,800.3332,737.9292,0
userC,Type3,30,Up,2.9417999,1.25526839,1.01659349,0,0.66993813,1460.632,855.3784,605.2536,0
userC,Type3,45,Down,2.4213603,0.70515133,1.24606595,0,0.47014307,1514.626,801.6638,712.9627,0
userC,Type3,45,Up,2.2644604,1.10585224,0.58057239,0,0.57803582,1423.338,757.7788,665.5593,0
userD,Type1,0,Down,3.2543724,1.02333074,1.44972986,0,0.78131166,1687.445,810.0447,877.3998,0
userD,Type1,0,Up,3.9768676,2.248214,0.77131858,0,0.95733518,1729.391,852.3956,876.9954,0
userD,Type1,15,Down,3.3167031,1.00341994,1.4088772,0,0.90440605,1696.154,823.6538,872.4999,0
userD,Type1,15,Up,3.1787692,1.4198559,0.68697157,0,1.07194158,1715.931,842.0759,873.855,0
userD,Type1,30,Down,3.4696916,0.99185461,1.5652357,0,0.91260124,1711.349,841.9896,869.3591,0
userD,Type1,30,Up,3.5467224,1.8717506,0.7119126,0,0.96305907,1777.558,813.2159,964.3425,0
userD,Type1,45,Down,3.6264105,0.99279859,1.4252938,0,1.20831805,1750.3,994.5154,755.7845,0
userD,Type1,45,Up,3.0923733,1.4865449,0.65489588,0,0.95093261,1748.146,707.9285,1040.218,0
userD,Type2,0,Down,4.8729426,1.1144235,1.5158508,0.9807208,1.2619474,1941.256,785.1772,804.4976,351.58168
userD,Type2,0,Up,4.313975,1.4072298,0.81454778,0.6967514,1.39544592,1752.105,818.7817,801.1464,132.177274
userD,Type2,15,Down,4.1438406,1.14922805,1.5282459,0.862605,0.60376171,1886.822,787.2019,806.4518,293.168455
userD,Type2,15,Up,4.2574579,1.420325,0.80627315,0.7639273,1.26693231,1813.9,858.4797,744.037,211.383139
userD,Type2,30,Down,4.3324964,1.08273601,1.4816685,0.9039748,0.8641171,1915.18,826.0871,776.9027,312.18999
userD,Type2,30,Up,4.5577505,1.41055083,1.04552403,0.8860775,1.21559803,1926.751,921.9958,720.1468,284.608296
userD,Type2,45,Down,4.780677,1.25568704,1.6392391,1.0610025,0.82474833,1999.08,1003.222,670.1382,325.71962
userD,Type2,45,Up,4.6376556,1.4537218,1.01005104,0.9243169,1.24956571,1855.441,921.3365,660.0857,274.019264
userD,Type3,0,Down,2.507354,0.66526358,1.193293,0,0.64879754,1437.23,757.1255,680.1049,0
userD,Type3,0,Up,2.4255762,1.1708222,0.61746844,0,0.6372856,1509.277,841.8853,667.3917,0
userD,Type3,15,Down,2.580189,0.8665223,1.2159756,0,0.49769097,1481.726,735.8803,745.8453,0
userD,Type3,15,Up,3.1663792,1.26199758,1.41666981,0,0.48771183,1441.893,851.9199,589.973,0
userD,Type3,30,Down,2.650663,0.9481198,1.23039194,0,0.47215125,1561.308,788.1354,773.1728,0
userD,Type3,30,Up,2.8405583,1.2088602,0.99175707,0,0.6399411,1489.934,853.4755,636.4588,0
userD,Type3,45,Down,2.4763633,0.66840307,1.3046094,0,0.50335091,1490.455,802.3024,688.153,0
userD,Type3,45,Up,2.3381944,1.10320973,0.64785805,0,0.58712674,1420.263,764.6988,655.5639,0
